"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
22 0 0 "M" 0 2 3 0 0.553333 -6.81150004168886 -12.2701600631211 0 5.45866002143225
23 0 0 "M" 0 2 3 0 0.556667 24.0821856395428 8.34247331947683 0 15.739712320066
24 0 0 "M" 0 2 1 0 0.53 10.3317013129016 5.32571747050487 0 5.00598384239672
25 0 0 "M" 0 1 1 0 0.566667 -5.75920887316627 -6.46824963186768 0 0.709040758701404
26 0 0 "M" 0 1 1 0 0.58 1.43378981764207 6.03161260832291 0 -4.59782279068084
27 0 0 "M" 0 0 2 0 0.556667 -10.8984279825025 -17.8384413571217 0 6.94001337461922
28 0 0 "M" 0 3 2 0 0.5 -7.68547898952368 3.34942167117471 0 -11.0349006606984
29 0 0 "M" 0 1 2 0 0.566667 -18.6364423138513 5.60975721885086 0 -24.2461995327022
30 0 0 "M" 0 4 2 0 0.59 21.9954667031528 12.2093565459939 0 9.78611015715888
31 0 0 "F" 0 0 1 0 0.53 0.510075691113205 -2.11453587717209 0 2.62461156828529
32 0 0 "F" 0 0 2 0 0.553333 0.587088798327649 6.99429525136215 0 -6.4072064530345
33 0 0 "F" 0 1 3 0 0.536667 -12.504425877427 -7.06436682009483 0 -5.44005905733214
34 0 0 "F" 0 3 1 0 0.57 -10.1916393825857 -4.65150945120915 0 -5.54012993137659
35 0 0 "F" 0 2 2 0 0.59 -0.319767411533295 -17.66198610056 0 17.3422186890267
36 0 0 "F" 0 1 3 0 0.59 11.0083332936601 1.89288595868582 0 9.11544733497433
37 0 0 "F" 0 0 1 0 0.566667 7.34800606345018 -3.66180676119473 0 11.0098128246449
38 0 0 "F" 0 1 0 0 0.556667 6.78845428530981 10.5760117768447 0 -3.78755749153489
39 0 0 "F" 0 4 0 0 0.586667 9.48240106206796 -7.41621461852177 0 16.8986156805897
40 0 0 "F" 0 3 0 0 0.546667 -26.1835024773186 -13.4835905258526 0 -12.699911951466
41 0 0 "F" 0 2 2 0 0.566667 -10.8860742650459 -5.17306431961887 0 -5.71300994542702
42 0 0 "F" 0 4 0 0 0.57 9.6071332130528 14.1173570168973 0 -4.51022380384449
43 0 0 "F" 0 1 3 0 0.566667 10.2452688757205 1.85465027768289 0 8.39061859803756
44 0 0 "F" 0 2 1 0 0.516667 1.08472113221546 -0.436914427864313 0 1.52163556007978
45 0 0 "F" 0 1 0 0 0.58 -16.8786296149938 -2.15913375205422 0 -14.7194958629395
46 0 0 "F" 0 0 1 0 0.556667 29.5581373829872 14.6377534634325 0 14.9203839195547
47 0 0 "F" 0 2 2 0 0.55 1.5162327433675 2.29666637237438 0 -0.780433629006877
48 0 0 "F" 0 3 0 0 0.536667 5.68564103507223 1.07623634352438 0 4.60940469154785
49 0 0 "F" 0 1 1 0 0.526667 -16.5285118502228 -13.7810255888946 0 -2.74748626132817
50 0 0 "F" 0 3 0 0 0.526667 -2.39665654874844 -9.68182883154639 0 7.28517228279795
51 0 0 "F" 0 1 1 0 0.57 3.21603122111547 2.51711380123191 0 0.698917419883568
52 0 0 "F" 0 2 2 0 0.52 -16.7053485267167 -10.946936973485 0 -5.75841155323169
53 0 0 "F" 0 1 1 0 0.546667 28.4192926728584 3.97642844960184 0 24.4428642232566
54 0 0 "F" 0 1 2 0 0.56 -6.35279957784261 -9.96302004340238 0 3.61022046555978
55 0 0 "F" 0 2 0 0 0.503333 10.0631133980737 1.00578011976896 0 9.05733327830473
56 0 0 "F" 0 1 0 0 0.493333 27.6358773430789 9.53680281427113 0 18.0990745288077
57 0 0 "F" 0 0 4 0 0.543333 -34.6289527544203 -17.903229347948 0 -16.7257234064723
58 0 0 "F" 0 2 0 0 0.603333 11.5724978446986 3.11701215824346 0 8.45548568645517
59 0 0 "F" 0 1 0 0 0.55 27.2028729115641 25.5398800659486 0 1.66299284561547
60 0 0 "F" 0 2 2 0 0.503333 -7.35175410810131 -8.60837755974307 0 1.25662345164176
61 0 0 "F" 0 2 2 0 0.516667 22.5202642241081 5.43928441820242 0 17.0809798059056
62 0 0 "F" 0 1 1 0 0.506667 -5.60484913279693 -3.92338036460582 0 -1.6814687681911
63 0 0 "F" 0 1 2 0 0.616667 6.24806920433761 12.3544189835141 0 -6.10634977917647
64 0 0 "F" 0 0 2 0 0.553333 17.974029765321 11.9608643943549 0 6.01316537096606
65 0 0 "F" 0 4 0 0 0.59 -5.36871324285149 -4.95746901266766 0 -0.411244230183828
66 0 0 "F" 0 3 1 0 0.543333 -2.51503169882559 -2.94341221229854 0 0.428380513472951
67 0 0 "F" 0 1 2 0 0.533333 -9.22329133498105 -5.73497482696865 0 -3.4883165080124
68 0 0 "F" 0 3 1 0 0.543333 15.8300134899748 16.192087280749 0 -0.3620737907742
69 0 0 "F" 0 2 2 0 0.57 7.98221606091046 -9.56927673172408 0 17.5514927926345
70 0 0 "F" 0 1 0 0 0.606667 -1.26043286761156 0.412371196636109 0 -1.67280406424767
71 0 0 "F" 0 2 2 0 0.543333 -25.0514065112814 -14.9831044334634 0 -10.068302077818
72 0 0 "F" 0 1 3 0 0.556667 13.2622982620482 6.60959156330937 0 6.65270669873884
73 0 0 "F" 0 1 1 0 0.556667 -2.10276685178179 2.85457620801876 0 -4.95734305980055
74 0 0 "F" 0 2 1 0 0.58 38.4305514931666 13.8886629376769 0 24.5418885554897
75 0 0 "F" 0 3 1 0 0.54 4.44671039064579 -1.59343605204818 0 6.04014644269397
76 0 0 "F" 0 1 0 0 0.56 13.2255480249915 -4.60918903154203 0 17.8347370565336
77 0 0 "F" 0 2 1 0 0.53 15.4954019173705 1.68438071372442 0 13.8110212036461
78 0 0 "F" 0 1 2 0 0.556667 21.7608506767402 13.9549302314235 0 7.8059204453167
79 0 0 "F" 0 2 0 0 0.533333 -0.0880878661508993 7.28426261083474 0 -7.37235047698563
80 0 0 "F" 0 3 1 0 0.61 -9.43141055336741 3.35089949349402 0 -12.7823100468614
81 0 0 "F" 0 3 1 0 0.58 17.5047418242748 11.6927649206754 0 5.81197690359947
82 0 0 "F" 0 2 2 0 0.556667 -4.64256984155637 2.4796682456098 0 -7.12223808716618
83 0 0 "F" 0 1 0 0 0.576667 -6.41329426068833 -3.58149472463965 0 -2.83179953604869
84 0 0 "F" 0 2 0 0 0.576667 25.661416959528 13.8349332408034 0 11.8264837187245
85 0 0 "F" 0 3 1 0 0.59 -6.85340046766317 4.1206916653873 0 -10.9740921330505
86 0 0 "F" 0 0 1 0 0.563333 12.4278693509083 -1.23007861764988 0 13.6579479685582
87 0 0 "F" 0 1 3 0 0.543333 -8.18389149301047 -0.662293123159709 0 -7.52159836985076
88 0 0 "F" 0 1 3 0 0.6 -28.5681374460846 -23.2249087725631 0 -5.3432286735215
89 0 0 "F" 0 3 0 0 0.556667 -0.647167614831424 -10.4565650109855 0 9.80939739615404
90 0 0 "F" 0 2 2 0 0.556667 18.3455217326223 20.5787502359886 0 -2.23322850336632
91 0 0 "F" 0 1 1 0 0.516667 34.8588724942284 19.7153237494221 0 15.1435487448062
92 0 0 "F" 0 1 0 0 0.56 -45.3304428499343 -19.2099519662708 0 -26.1204908836636
93 0 0 "F" 0 0 3 0 0.59 1.70966343595601 4.62126070208793 0 -2.91159726613192
94 0 0 "F" 0 4 0 0 0.566667 3.65197653415273 -1.60724063546271 0 5.25921716961544
95 0 0 "F" 0 1 0 0 0.566667 -5.53295355349395 -1.04211532047624 0 -4.49083823301771
96 0 0 "F" 0 2 0 0 0.556667 -12.4295805152601 4.67839401256445 0 -17.1079745278246
97 0 0 "F" 0 0 1 0 0.523333 -5.955699411037 4.43920815151678 0 -10.3949075625538
98 0 0 "F" 0 1 1 0 0.576667 8.83293500562858 8.28552808408599 0 0.547406921542589
99 0 0 "F" 0 0 3 0 0.6 -7.27370599158376 -3.87050122331425 0 -3.40320476826952
100 0 0 "F" 0 2 1 0 0.523333 35.8153281854231 20.1893816266065 0 15.6259465588165
101 11 87 "F" 1 1 2 0 0.506667 -19.8674070455309 -13.694122152417 0 -6.17328489311382
102 11 61 "F" 1 1 2 0 0.523333 12.16950919592 1.63016838891415 0 10.5393408070058
103 11 95 "M" 1 4 2 0 0.533333 -0.997908145214335 -1.13226176499734 0 0.134353619783003
104 5 34 "F" 1 0 0 0 0.536667 20.9454447709208 8.59755286453119 0 12.3478919063896
105 5 48 "M" 1 0 5 0 0.593333 6.61618874166202 1.28665461250732 0 5.3295341291547
106 5 52 "F" 1 0 0 0 0.55 1.31438985572396 1.92971247294714 0 -0.615322617223189
107 29 74 "F" 1 0 0 0 0.583333 6.00013995456438 3.89657183894291 0 2.10356811562147
108 29 56 "M" 1 0 0 0 0.546667 -27.4743956939942 -22.2754181525681 0 -5.1989775414261
109 29 64 "F" 1 3 0 0 0.51 -3.4756287960652 10.2673474134259 0 -13.7429762094911
110 30 67 "F" 1 2 1 0 0.566667 11.2177052484731 12.0345063535147 0 -0.816801105041566
111 30 33 "F" 1 0 0 0 0.616667 7.8908519909488 7.50493033056407 0 0.385921660384733
112 30 60 "M" 1 3 2 0 0.55 -2.61882050358791 -2.89319383914539 0 0.274373335557486
113 9 37 "F" 1 0 0 0 0.563333 0.0871390367697553 -2.27463923790106 0 2.36177827467081
114 9 100 "M" 1 0 0 0 0.58 8.61093376218139 -1.30446585043711 0 9.9153996126185
115 9 58 "M" 1 0 0 0 0.606667 21.397703552881 18.1458759073597 0 3.25182764552127
116 24 93 "F" 1 0 0 0 0.556667 9.6519039503997 -4.94015396133074 0 14.5920579117304
117 24 42 "M" 1 0 0 0 0.536667 8.74163457607183 2.87679315784611 0 5.86484141822572
118 24 82 "M" 1 0 0 0 0.583333 -19.3497896158216 -14.9569709629161 0 -4.39281865290553
119 1 98 "M" 1 2 2 0 0.566667 30.3858909838099 16.2240711850193 0 14.1618197987906
120 1 50 "M" 1 0 0 0 0.506667 7.44396258126997 2.3642067275228 0 5.07975585374716
121 1 96 "M" 1 0 0 0 0.78 -6.50320441168048 5.69163826473953 0 -12.19484267642
122 20 31 "F" 1 1 2 0 0.603333 -11.0241842571241 -3.22235143078685 0 -7.8018328263372
123 20 94 "M" 1 1 4 0 0.523333 -1.13780292474585 4.58237627838408 0 -5.72017920312993
124 20 72 "F" 1 0 0 0 0.48 2.27306443223926 10.6785323820801 0 -8.40546794984086
125 23 51 "F" 1 0 0 0 0.553333 17.3200416990458 3.24487585743828 0 14.0751658416075
126 23 71 "F" 1 0 3 0 0.556667 6.53369044183273 -6.72156277453186 0 13.2552532163646
127 23 66 "M" 1 0 0 0 0.593333 0.362498458177528 -8.33657317286675 0 8.69907163104428
128 15 40 "M" 1 0 0 0 0.57 -15.5686269764675 -13.3384248305119 0 -2.23020214595554
129 15 73 "F" 1 0 0 0 0.6 -2.32208475167946 2.23205491887799 0 -4.55413967055745
130 15 62 "M" 1 2 2 0 0.496667 -11.2954855090222 -6.75618781466766 0 -4.53929769435455
131 21 75 "M" 1 0 0 0 0.583333 7.64668961540007 -5.10796483771264 0 12.7546544531127
132 21 46 "F" 1 0 0 0 0.563333 17.2715812350926 7.94888903517779 0 9.32269219991485
133 19 41 "F" 1 2 1 0 0.536667 5.93256103009241 10.3926130487489 0 -4.46005201865645
134 19 38 "M" 1 0 0 0 0.52 6.00909943729558 1.80999677373346 0 4.19910266356212
135 10 91 "M" 1 4 0 0 0.466667 2.85091015392295 -0.0731078519638406 0 2.92401800588679
136 10 99 "F" 1 2 1 0 0.576667 -14.4751944155942 -5.13714127738884 0 -9.33805313820533
137 13 59 "M" 1 0 0 0 0.55 8.36985643787862 11.1929230208835 0 -2.82306658300486
138 13 78 "F" 1 2 1 0 0.636667 -14.9238622539951 -14.8386698124328 0 -0.0851924415622349
139 14 49 "M" 1 0 0 0 0.556667 -11.5883551219523 -13.9072627382882 0 2.31890761633591
140 14 85 "F" 1 0 0 0 0.61 -4.83926286014299 0.968843544830768 0 -5.80810640497376
141 16 39 "M" 1 0 0 0 0.553333 2.75400838347362 2.57317944476133 0 0.180828938712291
142 16 63 "F" 1 1 2 0 0.566667 -6.09176419828929 4.91551992440735 0 -11.0072841226966
143 4 32 "F" 1 0 0 0 0.556667 -5.77981637244461 -8.13337515357356 0 2.35355878112895
144 4 69 "M" 1 0 0 0 0.596667 15.6174739619228 8.97149909200167 0 6.64597486992111
145 6 65 "M" 1 0 0 0 0.503333 -14.3243853457407 -11.826326706559 0 -2.49805863918171
146 6 79 "M" 1 4 1 0 0.52 9.43452544303847 -3.53124972360414 0 12.9657751666426
147 27 36 "F" 1 0 0 0 0.543333 14.7827099879361 12.232714254029 0 2.54999573390713
148 27 54 "F" 1 2 1 0 0.58 22.5651764574385 17.028654172387 0 5.53652228505145
149 3 89 "M" 1 0 0 0 0.583333 -0.581761991590038 0.333343210770841 0 -0.915105202360879
150 3 90 "M" 1 4 1 0 0.54 2.58896115160677 7.11190971284648 0 -4.52294856123971
151 18 44 "M" 1 0 0 0 0.583333 -9.55418835315965 -9.52468527940183 0 -0.0295030737578243
152 18 45 "M" 1 0 0 0 0.55 -5.76237269333734 7.97390476559452 0 -13.7362774589319
153 25 47 "F" 1 3 0 0 0.59 -0.873418934893783 1.01081797157033 0 -1.88423690646412
154 25 84 "M" 1 0 0 0 0.553333 14.6481402028162 13.3641412658232 0 1.28399893699307
155 26 81 "F" 1 2 1 0 0.546667 7.88765535630903 -0.288127955502129 0 8.17578331181116
156 26 76 "M" 1 5 0 0 0.556667 -16.9802330682189 -18.2102220317158 0 1.22998896349686
157 12 53 "M" 1 4 0 0 0.523333 0.323440583690354 -9.9854925746766 0 10.308933158367
158 12 86 "F" 1 0 0 0 0.513333 -1.129856739276 3.10164258615852 0 -4.23149932543452
159 28 97 "F" 1 0 0 0 0.55 -8.15172477136928 1.31071044367016 0 -9.46243521503944
160 28 80 "M" 1 0 0 0 0.58 -10.5509010892555 -10.7891418616365 0 0.238240772381012
161 17 70 "M" 1 1 3 0 0.56 -1.18490776633147 1.859114799701 0 -3.04402256603247
162 17 57 "F" 1 0 0 0 0.583333 2.87139197219042 9.2419523408136 0 -6.37056036862318
163 22 35 "F" 1 0 0 0 0.543333 37.7124385881986 19.9654300828669 0 17.7470085053317
164 22 77 "M" 1 2 3 0 0.546667 12.4405030058235 -2.97923328316569 0 15.4197362889892
165 8 55 "M" 1 0 0 0 0.503333 6.77518702596195 -4.30959838711354 0 11.0847854130755
166 8 83 "M" 1 0 0 0 0.563333 -7.51449638509574 -3.05919851416931 0 -4.45529787092644
167 2 92 "M" 1 2 3 0 0.593333 -1.5904402176814 4.08446671759213 0 -5.67490693527353
168 2 43 "F" 1 0 3 0 0.55 16.5798716944074 4.64037508319497 0 11.9394966112125
169 7 68 "M" 1 3 2 0 0.586667 -8.77917989299953 -6.25418094388583 0 -2.5249989491137
170 7 88 "M" 1 0 0 0 0.533333 -10.9829643817071 0.0310302575517254 0 -11.0139946392589
171 22 49 "F" 2 0 0 0 0.516667 4.86180009278471 3.61749810954182 0 1.24430198324289
172 22 65 "M" 2 0 0 0 0.536667 -10.247461583184 -7.66652943442041 0 -2.58093214876354
173 22 32 "F" 2 2 0 0 0.613333 -5.53738065803377 -1.77416053641031 0 -3.76322012162347
174 150 81 "M" 2 3 2 0 0.52 -5.63323854178508 -8.1686659663206 0 2.53542742453552
175 150 74 "M" 2 5 1 0 0.556667 -4.77107202096589 -13.0050016676858 0 8.23392964671994
176 150 72 "M" 2 0 0 0 0.513333 -5.32689587673358 -11.9880566424139 0 6.66116076568027
177 167 99 "F" 2 1 1 0 0.523333 22.7727435825847 19.0481670841846 0 3.72457649840013
178 167 100 "M" 2 2 3 0 0.62 16.1360096656424 12.2317796052297 0 3.90423006041275
179 167 69 "F" 2 0 0 0 0.6 13.9802721037967 2.31788801928054 0 11.6623840845161
180 146 61 "M" 2 0 0 0 0.553333 22.3092657597599 -1.8664392809477 0 24.1757050407076
181 146 71 "M" 2 3 1 0 0.636667 22.8742728657716 16.8401328995016 0 6.03413996627002
182 146 110 "M" 2 1 3 0 0.55 22.2356449077383 10.2701437380886 0 11.9655011696496
183 28 89 "M" 2 2 2 0 0.593333 8.15123364799114 14.9626166358747 0 -6.81138298788353
184 28 138 "M" 2 0 0 0 0.583333 9.07238936879445 11.123404220249 0 -2.05101485145454
185 28 75 "F" 2 0 0 0 0.62 13.7142358670179 5.01794686181047 0 8.69628900520739
186 30 77 "M" 2 0 0 0 0.533333 15.7180458551897 0.484706604738546 0 15.2333392504512
187 30 55 "M" 2 0 0 0 0.52 10.1928974121151 -5.198740145015 0 15.3916375571301
188 30 79 "M" 2 1 3 0 0.486667 22.0320775410242 8.2258247171907 0 13.8062528238335
189 11 63 "M" 2 0 0 0 0.573333 6.80737892784596 11.0228333956829 0 -4.21545446783698
190 11 93 "F" 2 0 0 0 0.553333 -5.81950761907434 -3.91175999707604 0 -1.9077476219983
191 11 96 "M" 2 0 0 0 0.58 -24.0208985137566 -3.61594963742173 0 -20.4049488763349
192 103 85 "M" 2 1 3 0 0.6 -17.5646874545424 -11.6196797768817 0 -5.94500767766074
193 103 33 "F" 2 0 0 0 0.59 -6.59406151684221 -7.11416377013398 0 0.520102253291771
194 103 133 "F" 2 1 1 0 0.606667 -4.14213786466399 3.48970916182146 0 -7.63184702648544
195 105 66 "F" 2 1 1 0 0.576667 22.3673786967884 4.27366448191517 0 18.0937142148732
196 105 88 "F" 2 2 0 0 0.57 16.6242964921779 16.6084706774533 0 0.0158258147246368
197 105 91 "F" 2 0 0 0 0.556667 25.8840218511704 5.81613455822329 0 20.0678872929471
198 123 155 "M" 2 4 0 0 0.563333 8.01541747484936 1.43465502900124 0 6.58076244584811
199 123 122 "F" 2 0 2 0.125 0.596667 -5.87793653312656 3.43303078527334 0 -9.31096731839991
200 123 101 "F" 2 0 0 0 0.54 -22.2036283139112 -9.31491221840649 0 -12.8887160955047
201 135 51 "M" 2 0 0 0 0.556667 20.3675648907568 9.18295536591251 0 11.1846095248443
202 135 54 "M" 2 3 3 0 0.576667 19.8823082610571 7.30414787831677 0 12.5781603827403
203 1 98 "F" 2 1 1 0 0.53 -8.1215651871212 -16.8226270978846 0 8.70106191076342
204 1 78 "F" 2 0 0 0 0.633333 26.1110043608069 -2.33250852805528 0 28.4435128888622
205 8 102 "F" 2 0 0 0 0.543333 1.49003181282738 -6.5951696726461 0 8.08520148547349
206 8 36 "F" 2 1 1 0 0.653333 9.97576742915735 -0.76248911084204 0 10.7382565399994
207 14 58 "M" 2 0 0 0 0.586667 9.27800261001775 1.55945196987124 0 7.71855064014651
208 14 82 "M" 2 2 3 0 0.57 -6.05133655193185 -0.945293190652839 0 -5.10604336127902
209 169 87 "M" 2 0 0 0 0.543333 -1.39824619534402 9.59814478425975 0 -10.9963909796038
210 169 47 "M" 2 4 1 0 0.583333 -9.351036332212 -6.34509877077858 0 -3.00593756143343
211 21 35 "M" 2 0 0 0 0.57 12.4823421523272 -1.77636386547207 0 14.2587060177992
212 21 126 "F" 2 1 1 0 0.553333 27.0915636758502 8.02269121968095 0 19.0688724561692
213 5 64 "F" 2 0 0 0 0.57 16.0609797796777 -1.38902227876821 0 17.450002058446
214 5 142 "M" 2 0 0 0 0.536667 -28.9026188807432 -20.6264650913172 0 -8.27615378942605
215 19 52 "M" 2 0 0 0 0.546667 -14.6597906111294 -7.17510137650561 0 -7.4846892346238
216 19 68 "F" 2 2 0 0 0.543333 -19.2773968363483 -16.3012516124611 0 -2.97614522388716
217 161 48 "M" 2 0 0 0 0.546667 2.90445953608857 -0.448394627504353 0 3.35285416359292
218 161 57 "F" 2 1 1 0 0.563333 -16.007926160124 -5.04816319652782 0 -10.9597629635962
219 23 136 "F" 2 1 1 0 0.543333 2.76156491010015 -4.06032896564031 0 6.82189387574047
220 23 60 "M" 2 0 0 0 0.546667 9.58619360353832 -4.65627804345739 0 14.2424716469957
221 4 62 "F" 2 0 0 0 0.57 -12.4492182389636 -15.205961649559 0 2.75674341059539
222 4 34 "M" 2 0 0 0 0.576667 -16.2901575217725 -7.96970201907142 0 -8.32045550270105
223 157 84 "M" 2 0 0 0 0.573333 -4.96978217433375 -16.5465482082575 0 11.5767660339237
224 157 109 "M" 2 0 0 0 0.506667 -0.124298550192422 6.82920603880503 0 -6.95350458899745
225 156 43 "M" 2 0 0 0 0.51 12.2938772411024 13.6459642464492 0 -1.35208700534683
226 156 73 "M" 2 0 0 0 0.603333 -7.26613244075992 0.124425955994441 0 -7.39055839675436
227 2 40 "M" 2 0 0 0 0.58 -28.8239055683641 -15.0947789328071 0 -13.729126635557
228 2 42 "M" 2 0 0 0 0.573333 -4.10364360916218 5.1116821342382 0 -9.21532574340038
229 164 44 "F" 2 0 0 0 0.5 15.9160818416933 8.43956389591657 0 7.47651794577673
230 164 90 "F" 2 0 0 0 0.503333 -1.55959967905658 -5.25203084793768 0 3.6924311688811
231 112 80 "F" 2 2 0 0 0.533333 -27.0614829237674 -8.58557052961327 0 -18.4759123941541
232 112 153 "M" 2 0 0 0 0.57 -1.20669242114783 -8.28793929107766 0 7.08124686992984
233 7 53 "F" 2 1 1 0 0.58 21.9456695876862 20.0216527174156 0 1.92401687027064
234 7 148 "M" 2 5 0 0 0.55 -18.1262570721372 -19.3800013151595 0 1.25374424302232
235 18 39 "M" 2 2 2 0 0.556667 3.68492307449859 -6.12926876705695 0 9.81419184155554
236 18 41 "M" 2 2 2 0 0.533333 7.38559782322617 3.37201982275075 0 4.01357800047542
237 119 94 "M" 2 0 0 0 0.553333 15.834478429501 3.93153254786009 0 11.9029458816409
238 119 67 "M" 2 0 0 0 0.54 -10.4815771917714 -9.16248746763375 0 -1.31908972413761
239 130 50 "M" 2 0 0 0 0.533333 35.0162737305521 21.0301399635132 0 13.9861337670389
240 130 168 "F" 2 0 0 0 0.586667 5.68495261167419 -9.31180293333359 0 14.9967555450078
241 112 82 "F" 3 0 0 0 0.533333 -22.5837085534487 -8.01232939180252 0 -14.5713791616462
242 112 177 "M" 3 0 0 0 0.533333 0.733797933214093 7.24552548094524 0 -6.51172754773115
243 112 153 "M" 3 0 0 0 0.57 6.71831645596374 -0.362930413966103 0 7.08124686992984
244 175 218 "M" 3 2 0 0 0.596667 16.9301502710405 7.0924132721566 0 9.8377369988839
245 175 89 "M" 3 3 0 0 0.62 17.8636059776473 -0.493771528468036 0 18.3573775061154
246 175 61 "M" 3 0 0 0 0.57 16.2517591883054 1.10603493030473 0 15.1457242580006
247 208 94 "M" 3 0 0 0 0.493333 8.37852490808931 4.85418826427187 0 3.52433664381743
248 208 77 "F" 3 0 1 0 0.57 6.87990410801346 4.68643301692623 0 2.19347109108722
249 208 36 "F" 3 1 0 0 0.533333 8.1708172080309 1.11029230008728 0 7.06052490794362
250 202 39 "M" 3 1 2 0 0.6 8.75765473691987 -10.7161443738993 0 19.4737991108192
251 202 66 "M" 3 0 0 0 0.543333 25.9705671868306 5.94243398938496 0 20.0281331974456
252 202 155 "F" 3 0 0 0 0.523333 8.74169463697801 -1.14673914119103 0 9.88843377816905
253 103 138 "M" 3 0 3 0 0.546667 -1.4578279556053 5.80288938945514 0 -7.26071734506044
254 103 65 "M" 3 0 0 0 0.55 6.33566377059771 9.14681379854508 0 -2.81115002794737
255 103 42 "M" 3 0 0 0 0.566667 -2.15795765749509 -3.60076411753351 0 1.44280646003843
256 210 35 "M" 3 2 1 0 0.58 14.3363349971998 6.03418766989968 0 8.30214732730008
257 210 40 "M" 3 0 0 0 0.54 -13.6572446070998 -6.21729717336631 0 -7.43994743373353
258 210 43 "F" 3 0 1 0 0.576667 14.0298646688227 2.32786715142005 0 11.7019975174026
259 156 81 "M" 3 0 0 0 0.523333 -18.3366174817137 -18.0618552371909 0 -0.274762244522797
260 156 122 "M" 3 1 1 0 0.616667 6.33279432377813 10.5593880669038 0 -4.22659374312572
261 156 206 "M" 3 2 0 0 0.56 -7.50758662108788 -6.47735023475206 0 -1.03023638633582
262 164 85 "M" 3 0 0 0 0.56 -13.6834628321286 -13.3729025377008 0 -0.310560294427813
263 164 75 "M" 3 0 0 0 0.6 9.78302977621998 -3.57226848469682 0 13.3552982609168
264 164 102 "F" 3 1 0 0 0.526667 31.3711561724291 20.7709619257256 0 10.6001942467035
265 169 52 "F" 3 0 0 0 0.55 25.1978827922376 18.8282590342644 0 6.36962375797319
266 169 99 "F" 3 1 0 0 0.55 -3.41158558106262 1.30522484148148 0 -4.7168104225441
267 169 48 "M" 3 0 0 0 0.536667 10.3963177570778 1.6082880217596 0 8.78802973531824
268 178 47 "F" 3 0 0 0 0.533333 -2.81178491819708 7.40067034856336 0 -10.2124552667604
269 178 136 "M" 3 0 0 0 0.546667 2.87928353887218 16.8472042824631 0 -13.9679207435909
270 178 90 "F" 3 0 1 0 0.53 17.9756017962186 2.91082808264369 0 15.0647737135749
271 235 78 "M" 3 0 0 0 0.533333 -6.79924545527859 -13.9205186466727 0 7.12127319139415
272 235 67 "F" 3 0 0 0 0.496667 11.1559959542174 7.2193819348401 0 3.93661401937729
273 188 44 "M" 3 0 0 0 0.54 16.6366712762254 8.61069369816637 0 8.02597757805906
274 188 199 "F" 3 0 0 0 0.61 -4.52009941047307 -4.61652382660988 0 0.0964244161368135
275 105 71 "F" 3 0 1 0 0.616667 3.19510522691067 -2.172701605156 0 5.36780683206668
276 105 88 "F" 3 1 0 0 0.556667 -18.7976720667247 -7.03838744773997 0 -11.7592846189847
277 146 203 "F" 3 0 0 0 0.56 -1.30120834148121 -2.3399619803723 0 1.03875363889109
